distractor,target,set,ans1,ans2,rep_loop4.thisRepN,rep_loop4.thisTrialN,rep_loop4.thisN,rep_loop4.thisIndex,st2_prac_loop.thisRepN,st2_prac_loop.thisTrialN,st2_prac_loop.thisN,st2_prac_loop.thisIndex,st2_main_loop.thisRepN,st2_main_loop.thisTrialN,st2_main_loop.thisN,st2_main_loop.thisIndex,image_4.started,image_4.stopped,mouse_7.x,mouse_7.y,mouse_7.leftButton,mouse_7.midButton,mouse_7.rightButton,mouse_7.clicked_name,sound_2.started,sound_2.stopped,key_resp_3.keys,mouse_5.x,mouse_5.y,mouse_5.leftButton,mouse_5.midButton,mouse_5.rightButton,mouse_5.started,mouse_5.stopped,yes_text2.started,yes_text2.stopped,no_text2.started,no_text2.stopped,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.started,mouse_3.stopped,mouse_3.clicked_name,st_prac_back.started,st_prac_back.stopped,st_prac_text.started,st_prac_text.stopped,st_fix_back.started,st_fix_back.stopped,st_fix_2.started,st_fix_2.stopped,main_prac,st_ans,st_res,st_corr,st_rt,st_back.started,st_back.stopped,st2_resp.keys,st2_resp.corr,st_main_back.started,st_main_back.stopped,st_main_text.started,st_main_text.stopped,mouse_4.x,mouse_4.y,mouse_4.leftButton,mouse_4.midButton,mouse_4.rightButton,mouse_4.started,mouse_4.stopped,text_2.started,text_2.stopped,id*,age*,gender*,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,33.51541019999422,None,-0.5083333,0.17777778,1,0,0,image_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,23,Female,2022-05-03_20h16.53.923,Parachute,2022.1.1,59.922077330245166,
negative,yellow,1,k,None,,,,,0,0,0,0,,,,,,,,,,,,,47.99399478999694,None,None,0.10925926,-0.34814814,0,0,0,1.0075411500001792,None,103.37951780000003,None,103.37951780000003,None,-0.0712963,-0.108333334,0,0,0,0.013886389991967008,None,no_area2,105.1569967999967,None,105.1569967999967,None,107.16409349998867,None,107.16409349998867,None,prac,None,None,1,1.5100777999905404,109.17877379999845,None,None,1,,,,,,,,,,,,,,111,23,Female,2022-05-03_20h16.53.923,Parachute,2022.1.1,59.922077330245166,
positive,red,2,None,None,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4983437999908347,111.66301099999691,None,None,1,,,,,,,,,,,,,,111,23,Female,2022-05-03_20h16.53.923,Parachute,2022.1.1,59.922077330245166,
negative,blue,2,None,k,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,2.963804999992135,114.16240969998762,None,None,0,,,,,,,,,,,,,,111,23,Female,2022-05-03_20h16.53.923,Parachute,2022.1.1,59.922077330245166,
positive,yellow,1,None,k,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,1.0424540999956662,119.16254059999483,None,None,0,,,,,,,,,,,,,,111,23,Female,2022-05-03_20h16.53.923,Parachute,2022.1.1,59.922077330245166,
negative,blue,2,None,k,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.8613460000051418,121.20420169999124,None,None,0,,,,,,,,,,,,,,111,23,Female,2022-05-03_20h16.53.923,Parachute,2022.1.1,59.922077330245166,
negative,blue,1,None,k,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,1.51058020000346,123.06715329999861,None,None,0,,,,,,,,,,,,,,111,23,Female,2022-05-03_20h16.53.923,Parachute,2022.1.1,59.922077330245166,
negative,yellow,2,k,None,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.5036669000110123,126.57975009999063,None,None,1,,,,,,,,,,,,,,111,23,Female,2022-05-03_20h16.53.923,Parachute,2022.1.1,59.922077330245166,
negative,red,1,None,None,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4972934999968857,129.0838298999879,None,None,1,,,,,,,,,,,,,,111,23,Female,2022-05-03_20h16.53.923,Parachute,2022.1.1,59.922077330245166,
positive,yellow,2,None,k,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.9675511999957962,131.58183219999773,None,None,0,,,,,,,,,,,,,,111,23,Female,2022-05-03_20h16.53.923,Parachute,2022.1.1,59.922077330245166,
negative,yellow,1,k,None,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4954384000011487,133.54972029999772,None,None,1,,,,,,,,,,,,,,111,23,Female,2022-05-03_20h16.53.923,Parachute,2022.1.1,59.922077330245166,
positive,yellow,2,None,k,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,1.567160899998271,136.0471988999925,None,None,0,,,,,,,,,,,,,,111,23,Female,2022-05-03_20h16.53.923,Parachute,2022.1.1,59.922077330245166,
negative,yellow,2,k,None,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.501230800000485,139.61309859999164,None,None,1,,,,,,,,,,,,,,111,23,Female,2022-05-03_20h16.53.923,Parachute,2022.1.1,59.922077330245166,
negative,red,2,None,None,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4986580000113463,142.11280139999872,None,None,1,,,,,,,,,,,,,,111,23,Female,2022-05-03_20h16.53.923,Parachute,2022.1.1,59.922077330245166,
positive,red,1,None,None,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4987481000134721,144.61319569998886,None,None,1,,,,,,,,,,,,,,111,23,Female,2022-05-03_20h16.53.923,Parachute,2022.1.1,59.922077330245166,
positive,blue,2,k,None,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.499092500002007,147.1135832999862,None,None,1,,,,,,,,,,,,,,111,23,Female,2022-05-03_20h16.53.923,Parachute,2022.1.1,59.922077330245166,
positive,blue,1,k,None,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4985273000056623,149.6135656999977,None,None,1,,,,,,,,,,,,,,111,23,Female,2022-05-03_20h16.53.923,Parachute,2022.1.1,59.922077330245166,
negative,blue,1,None,k,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.7369424000062281,152.11358569998993,None,None,0,,,,,,,,,,,,,,111,23,Female,2022-05-03_20h16.53.923,Parachute,2022.1.1,59.922077330245166,
positive,blue,2,k,None,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4938357999926666,153.85137889999896,None,None,1,,,,,,,,,,,,,,111,23,Female,2022-05-03_20h16.53.923,Parachute,2022.1.1,59.922077330245166,
positive,blue,1,k,None,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.498556100006681,156.34715489999508,None,None,1,,,,,,,,,,,,,,111,23,Female,2022-05-03_20h16.53.923,Parachute,2022.1.1,59.922077330245166,
positive,yellow,1,None,k,,,,,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.9870889000012539,158.84704219999549,None,None,0,,,,,,,,,,,,,,111,23,Female,2022-05-03_20h16.53.923,Parachute,2022.1.1,59.922077330245166,
negative,yellow,1,k,None,,,,,1,0,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4939814999961527,160.83521449999535,None,None,1,,,,,,,,,,,,,,111,23,Female,2022-05-03_20h16.53.923,Parachute,2022.1.1,59.922077330245166,
positive,red,2,None,None,,,,,1,1,21,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4982673000049544,163.33082039999135,None,None,1,,,,,,,,,,,,,,111,23,Female,2022-05-03_20h16.53.923,Parachute,2022.1.1,59.922077330245166,
negative,blue,2,None,k,,,,,1,2,22,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.8704661000083433,165.83101499998884,None,None,0,,,,,,,,,,,,,,111,23,Female,2022-05-03_20h16.53.923,Parachute,2022.1.1,59.922077330245166,
positive,yellow,1,None,k,,,,,1,3,23,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.8818817999999737,167.702443999995,None,None,0,,,,,,,,,,,,,,111,23,Female,2022-05-03_20h16.53.923,Parachute,2022.1.1,59.922077330245166,
negative,blue,2,None,k,,,,,1,4,24,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.815702500010957,169.5853611999919,None,None,0,,,,,,,,,,,,,,111,23,Female,2022-05-03_20h16.53.923,Parachute,2022.1.1,59.922077330245166,
negative,blue,1,None,k,,,,,1,5,25,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,0.7637715000018943,171.4019372999901,None,None,0,,,,,,,,,,,,,,111,23,Female,2022-05-03_20h16.53.923,Parachute,2022.1.1,59.922077330245166,
negative,yellow,2,k,None,,,,,1,6,26,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,k,0,0.8834618999972008,173.1683675999957,None,None,1,,,,,,,,,,,,,,111,23,Female,2022-05-03_20h16.53.923,Parachute,2022.1.1,59.922077330245166,
negative,red,1,None,None,,,,,1,7,27,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.5016574000037508,176.06388419998984,None,None,1,,,,,,,,,,,,,,111,23,Female,2022-05-03_20h16.53.923,Parachute,2022.1.1,59.922077330245166,
positive,yellow,2,None,k,,,,,1,8,28,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,1.0702339999988908,178.5641559999931,None,None,0,,,,,,,,,,,,,,111,23,Female,2022-05-03_20h16.53.923,Parachute,2022.1.1,59.922077330245166,
negative,yellow,1,k,None,,,,,1,9,29,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.493609800003469,180.6357033999957,None,None,1,,,,,,,,,,,,,,111,23,Female,2022-05-03_20h16.53.923,Parachute,2022.1.1,59.922077330245166,
positive,yellow,2,None,k,,,,,1,10,30,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,1.0874158999940846,183.13105669998913,None,None,0,,,,,,,,,,,,,,111,23,Female,2022-05-03_20h16.53.923,Parachute,2022.1.1,59.922077330245166,
negative,yellow,2,k,None,,,,,1,11,31,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.493385699999635,185.2199208999955,None,None,1,,,,,,,,,,,,,,111,23,Female,2022-05-03_20h16.53.923,Parachute,2022.1.1,59.922077330245166,
negative,red,2,None,None,,,,,1,12,32,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.498444600001676,187.71506679999584,None,None,1,,,,,,,,,,,,,,111,23,Female,2022-05-03_20h16.53.923,Parachute,2022.1.1,59.922077330245166,
positive,red,1,None,None,,,,,1,13,33,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4987190000101691,190.21580729998823,None,None,1,,,,,,,,,,,,,,111,23,Female,2022-05-03_20h16.53.923,Parachute,2022.1.1,59.922077330245166,
positive,blue,2,k,None,,,,,1,14,34,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4985091999988072,192.71546869998565,None,None,1,,,,,,,,,,,,,,111,23,Female,2022-05-03_20h16.53.923,Parachute,2022.1.1,59.922077330245166,
positive,blue,1,k,None,,,,,1,15,35,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4989891000004718,195.2152619999979,None,None,1,,,,,,,,,,,,,,111,23,Female,2022-05-03_20h16.53.923,Parachute,2022.1.1,59.922077330245166,
negative,blue,1,None,k,,,,,1,16,36,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,1.1376992000004975,197.71544109999377,None,None,0,,,,,,,,,,,,,,111,23,Female,2022-05-03_20h16.53.923,Parachute,2022.1.1,59.922077330245166,
positive,blue,2,k,None,,,,,1,17,37,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.4930046000081347,199.8528343999933,None,None,1,,,,,,,,,,,,,,111,23,Female,2022-05-03_20h16.53.923,Parachute,2022.1.1,59.922077330245166,
positive,blue,1,k,None,,,,,1,18,38,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,None,None,1,1.498742099996889,202.3478432999982,None,None,1,,,,,,,,,,,,,,111,23,Female,2022-05-03_20h16.53.923,Parachute,2022.1.1,59.922077330245166,
positive,yellow,1,None,k,,,,,1,19,39,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prac,k,k,1,1.0541539999976521,204.84833889998845,None,None,0,,,,,,,,,,,,,,111,23,Female,2022-05-03_20h16.53.923,Parachute,2022.1.1,59.922077330245166,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206.92689329999848,None,206.92689329999848,None,0.06388889,-0.13055556,0,0,0,0.012345289986114949,None,,,111,23,Female,2022-05-03_20h16.53.923,Parachute,2022.1.1,59.922077330245166,
negative,yellow,2,k,None,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216.36432599999534,None,216.36432599999534,None,main,None,None,1,1.511155600004713,218.4013380999968,None,None,1,,,,,,,,,,,,,,111,23,Female,2022-05-03_20h16.53.923,Parachute,2022.1.1,59.922077330245166,
positive,red,1,None,None,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4985621000087122,220.91547459999856,None,None,1,,,,,,,,,,,,,,111,23,Female,2022-05-03_20h16.53.923,Parachute,2022.1.1,59.922077330245166,
positive,blue,2,k,None,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4985091999988072,223.4151864999876,None,None,1,,,,,,,,,,,,,,111,23,Female,2022-05-03_20h16.53.923,Parachute,2022.1.1,59.922077330245166,
positive,blue,1,k,None,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4985641999955988,225.91509629999928,None,None,1,,,,,,,,,,,,,,111,23,Female,2022-05-03_20h16.53.923,Parachute,2022.1.1,59.922077330245166,
negative,yellow,2,k,None,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.49885250000807,228.41504539999005,None,None,1,,,,,,,,,,,,,,111,23,Female,2022-05-03_20h16.53.923,Parachute,2022.1.1,59.922077330245166,
positive,yellow,2,None,k,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,1.1695820999884745,230.9156035999913,None,None,0,,,,,,,,,,,,,,111,23,Female,2022-05-03_20h16.53.923,Parachute,2022.1.1,59.922077330245166,
negative,blue,2,None,k,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.8788026000111131,233.09643189999042,None,None,0,,,,,,,,,,,,,,111,23,Female,2022-05-03_20h16.53.923,Parachute,2022.1.1,59.922077330245166,
positive,red,2,None,None,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4978224000078626,234.96806719999586,None,None,1,,,,,,,,,,,,,,111,23,Female,2022-05-03_20h16.53.923,Parachute,2022.1.1,59.922077330245166,
positive,yellow,1,None,k,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.9468732999957865,237.46709619999456,None,None,0,,,,,,,,,,,,,,111,23,Female,2022-05-03_20h16.53.923,Parachute,2022.1.1,59.922077330245166,
negative,red,1,None,None,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.5004958999925293,239.41488769999705,None,None,1,,,,,,,,,,,,,,111,23,Female,2022-05-03_20h16.53.923,Parachute,2022.1.1,59.922077330245166,
positive,yellow,1,None,k,,,,,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.9337137999973493,241.91544649998832,None,None,0,,,,,,,,,,,,,,111,23,Female,2022-05-03_20h16.53.923,Parachute,2022.1.1,59.922077330245166,
negative,yellow,1,k,None,,,,,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.496634199997061,243.8513280999905,None,None,1,,,,,,,,,,,,,,111,23,Female,2022-05-03_20h16.53.923,Parachute,2022.1.1,59.922077330245166,
negative,yellow,1,k,None,,,,,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.498717000009492,246.34942769999907,None,None,1,,,,,,,,,,,,,,111,23,Female,2022-05-03_20h16.53.923,Parachute,2022.1.1,59.922077330245166,
negative,red,2,None,None,,,,,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4988883000041824,248.84920329999295,None,None,1,,,,,,,,,,,,,,111,23,Female,2022-05-03_20h16.53.923,Parachute,2022.1.1,59.922077330245166,
positive,yellow,2,None,k,,,,,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.9367582999984734,251.34951629998977,None,None,0,,,,,,,,,,,,,,111,23,Female,2022-05-03_20h16.53.923,Parachute,2022.1.1,59.922077330245166,
positive,blue,1,k,None,,,,,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4935149000084493,253.28705339999578,None,None,1,,,,,,,,,,,,,,111,23,Female,2022-05-03_20h16.53.923,Parachute,2022.1.1,59.922077330245166,
negative,blue,1,None,k,,,,,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.7535640999994939,255.78232789998583,None,None,0,,,,,,,,,,,,,,111,23,Female,2022-05-03_20h16.53.923,Parachute,2022.1.1,59.922077330245166,
positive,blue,2,k,None,,,,,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.4936813000094844,257.5372636999964,None,None,1,,,,,,,,,,,,,,111,23,Female,2022-05-03_20h16.53.923,Parachute,2022.1.1,59.922077330245166,
negative,blue,2,None,k,,,,,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.6704978999914601,260.0329464999959,None,None,0,,,,,,,,,,,,,,111,23,Female,2022-05-03_20h16.53.923,Parachute,2022.1.1,59.922077330245166,
negative,blue,1,None,k,,,,,,,,,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.7990676000044914,261.70432239999354,None,None,0,,,,,,,,,,,,,,111,23,Female,2022-05-03_20h16.53.923,Parachute,2022.1.1,59.922077330245166,
negative,blue,1,None,k,,,,,,,,,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,0.648544600000605,263.50419369999145,None,None,0,,,,,,,,,,,,,,111,23,Female,2022-05-03_20h16.53.923,Parachute,2022.1.1,59.922077330245166,
negative,blue,2,None,k,,,,,,,,,0,21,21,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,k,k,1,1.2835275000106776,265.15414109999256,None,None,0,,,,,,,,,,,,,,111,23,Female,2022-05-03_20h16.53.923,Parachute,2022.1.1,59.922077330245166,
negative,red,1,None,None,,,,,,,,,0,22,22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.5084283999894978,267.438533499997,None,None,1,,,,,,,,,,,,,,111,23,Female,2022-05-03_20h16.53.923,Parachute,2022.1.1,59.922077330245166,
positive,red,2,None,None,,,,,,,,,0,23,23,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,None,None,1,1.498849200012046,269.9494275999896,None,None,1,,,,,,,,,,,,,,111,23,Female,2022-05-03_20h16.53.923,Parachute,2022.1.1,59.922077330245166,
